TransactionID,ProductName,BrandType,Color,City,SaleDate,UnitsSold,UnitPrice,SupplierName,StockAvailable,BrandName,MachineType
8959,Precision Brew 100,Auto-Brew,Red,Hyderabad,26-01-2023,3,48396.51,BrewSupply Pvt Ltd,343,Precision Brew,At Home Coffee Makers
8960,Barista Lite,App Connectivity,Black,Hyderabad,05-12-2025,2,25729.5,Contoso Distributors,21,Barista,Commercial Coffee Makers
8961,Cafe A-100 Automatic,App Connectivity,Red,Mumbai,15-06-2023,3,35207.62,BrewSupply Pvt Ltd,206,Cafe,At Home Coffee Makers
8962,Cafe A-100 Automatic,App Connectivity,Silver,Mumbai,19-11-2023,7,14512.98,CoffeeTech Supplies,414,Cafe,At Home Coffee Makers
8963,AutoDrip,Auto-Brew,White,Bangalore,26-05-2024,1,22809.94,BrewSupply Pvt Ltd,314,AutoDrip,Commercial Espresso Machines
8964,Barista Lite,App Connectivity,Red,Mumbai,19-10-2023,17,8519.25,BeanWorld India,168,Barista,Commercial Coffee Makers
8965,Airpot XL,Auto-Brew,Silver,DELHI,16-09-2023,10,18435.68,Contoso Distributors,258,Airpot,At Home Espresso Machines
8966,AutoDrip,Auto-Brew,Green,Bangalore,10-10-2023,10,7534.5,Aroma Imports,349,AutoDrip,At Home Espresso Machines
8967,Travel Brew 100,Auto-Brew,Black,Pune,15-09-2023,1,42288.9,CoffeeTech Supplies,490,Travel Brew,At Home Coffee Makers
8968,QuickPot,Auto-Brew,Red,Mumbai,30-09-2024,0,29263.42,Contoso Distributors,387,QuickPot,Commercial Espresso Machines
8969,Smart Brew 300,Auto-Brew,Green,delhi,23-08-2025,18,14648.09,BrewSupply Pvt Ltd,310,Smart Brew,Commercial Espresso Machines
8970,Travel Brew 100,Auto-Brew,Silver,Mumbai,29-07-2025,-2,44393.23,BrewSupply Pvt Ltd,322,Travel Brew,At Home Espresso Machines
8971,Crema Café,App Connectivity,Red,DELHI,06-11-2025,7,34576.58,BrewSupply Pvt Ltd,35,Crema,Commercial Espresso Machines
8972,Smart Brew 300,Auto-Brew,Blue,DELHI,27-09-2025,-4,26259.34,Aroma Imports,222,Smart Brew,At Home Espresso Machines
8973,QuickPot,Auto-Brew,Black,Bangalore,02-12-2025,6,29166.94,,449,QuickPot,At Home Espresso Machines
8974,Airpot XL,Auto-Brew,Black,Mumbai,30-11-2025,12,49122.1,,372,Airpot,At Home Espresso Machines
8975,Precision Brew 100,Auto-Brew,White,Delhi,27-04-2024,2,46416.51,,7,Precision Brew,At Home Espresso Machines
8976,Barista Lite,App Connectivity,Black,Bangalore,16-02-2024,-1,38961.06,Contoso Distributors,182,Barista,Commercial Espresso Machines
8977,QuickPot,Auto-Brew,Blue,Hyderabad,12-06-2025,18,13627.86,CoffeeTech Supplies,416,QuickPot,Commercial Coffee Makers
8978,Smart Brew 300,Auto-Brew,Silver,Pune,02-02-2023,0,29249.27,Aroma Imports,348,Smart Brew,At Home Coffee Makers
8979,Barista Lite,App Connectivity,Green,Delhi,17-06-2023,13,8928.08,Contoso Distributors,73,Barista,At Home Coffee Makers
8980,Cafe S-200 Semi-Automatic,App Connectivity,Silver,delhi,25-10-2024,11,26845.32,Aroma Imports,214,Cafe,At Home Coffee Makers
8981,Cafe A-100 Automatic,App Connectivity,Green,DELHI,20-08-2025,-2,28621.83,CoffeeTech Supplies,257,Cafe,Commercial Espresso Machines
8982,Cafe A-100 Automatic,App Connectivity,Green,Bangalore,09-10-2023,-4,10067.87,BrewSupply Pvt Ltd,4,Cafe,At Home Espresso Machines
8983,Crema Café,App Connectivity,Green,delhi,22-12-2025,11,47196.72,,428,Crema,Commercial Espresso Machines
8984,Airpot XL,Auto-Brew,Silver,Pune,04-05-2024,1,32902.97,,191,Airpot,At Home Espresso Machines
8985,Smart Brew 300,Auto-Brew,Blue,Mumbai,01-11-2025,4,12728.4,CoffeeTech Supplies,85,Smart Brew,Commercial Espresso Machines
8986,AutoDrip,Auto-Brew,Silver,Mumbai,31-07-2024,3,22355.35,CoffeeTech Supplies,308,AutoDrip,Commercial Coffee Makers
8987,QuickPot,Auto-Brew,Red,Bangalore,19-08-2025,10,46010.06,Aroma Imports,392,QuickPot,At Home Coffee Makers
8988,Precision Brew 100,Auto-Brew,Red,Mumbai,08-05-2023,16,29248.87,Aroma Imports,400,Precision Brew,At Home Espresso Machines
8989,Barista Lite,App Connectivity,Green,Bangalore,29-10-2025,3,25077.43,Aroma Imports,496,Barista,At Home Espresso Machines
8990,Barista Lite,App Connectivity,Silver,Hyderabad,29-10-2024,3,7202.3,Aroma Imports,69,Barista,Commercial Coffee Makers
8991,AutoDrip,Auto-Brew,Silver,Delhi,04-07-2024,3,35522.18,Contoso Distributors,173,AutoDrip,Commercial Coffee Makers
8992,Cafe A-100 Automatic,App Connectivity,Red,DELHI,30-12-2023,8,30557.45,BrewSupply Pvt Ltd,290,Cafe,At Home Coffee Makers
8993,QuickPot,Auto-Brew,Black,Hyderabad,09-12-2024,4,31750.73,BeanWorld India,289,QuickPot,At Home Coffee Makers
8994,Barista Lite,App Connectivity,Blue,DELHI,24-06-2025,8,41063.49,Contoso Distributors,22,Barista,At Home Coffee Makers
8995,Barista Lite,App Connectivity,Blue,DELHI,01-07-2024,19,12349.22,BeanWorld India,20,Barista,At Home Espresso Machines
8996,QuickPot,Auto-Brew,Blue,Hyderabad,08-04-2025,1,33739.18,CoffeeTech Supplies,325,QuickPot,Commercial Coffee Makers
8997,Barista Lite,App Connectivity,Green,Pune,25-11-2025,-3,10523.36,CoffeeTech Supplies,101,Barista,Commercial Coffee Makers
8998,Cafe A-100 Automatic,App Connectivity,Green,Pune,15-06-2024,-5,18542.31,Contoso Distributors,419,Cafe,Commercial Espresso Machines
8999,AutoDrip,Auto-Brew,Blue,delhi,30-05-2024,-1,32667.66,Aroma Imports,190,AutoDrip,At Home Espresso Machines
9000,Barista Lite,App Connectivity,White,Hyderabad,07-07-2023,20,34779.38,CoffeeTech Supplies,214,Barista,Commercial Coffee Makers
9001,Crema Café,App Connectivity,Black,Delhi,12-06-2024,3,19122.42,,25,Crema,At Home Coffee Makers
9002,Airpot XL,Auto-Brew,Silver,Hyderabad,04-01-2025,5,49179.36,Contoso Distributors,79,Airpot,At Home Espresso Machines
9003,Travel Brew 100,Auto-Brew,White,Mumbai,29-05-2025,5,45005.82,CoffeeTech Supplies,20,Travel Brew,At Home Coffee Makers
9004,AutoDrip,Auto-Brew,Silver,Pune,13-04-2023,14,44294.96,CoffeeTech Supplies,40,AutoDrip,At Home Espresso Machines
9005,Barista Lite,App Connectivity,Blue,DELHI,26-11-2024,7,36168.14,BeanWorld India,432,Barista,At Home Espresso Machines
9006,Cafe S-200 Semi-Automatic,App Connectivity,Silver,delhi,07-12-2025,3,19816.77,Aroma Imports,462,Cafe,Commercial Coffee Makers
9007,Cafe A-100 Automatic,App Connectivity,Red,delhi,15-06-2025,7,41941.71,CoffeeTech Supplies,276,Cafe,Commercial Coffee Makers
9008,Crema Café,App Connectivity,Red,Delhi,30-05-2023,-2,49471.76,BeanWorld India,56,Crema,At Home Espresso Machines
9009,Cafe A-100 Automatic,App Connectivity,Red,Delhi,13-05-2025,0,20779.19,BrewSupply Pvt Ltd,114,Cafe,At Home Coffee Makers
9010,QuickPot,Auto-Brew,Red,Pune,16-03-2025,-4,49308.0,BeanWorld India,17,QuickPot,Commercial Coffee Makers
9011,Crema Café,App Connectivity,White,Pune,27-12-2025,2,11726.57,,47,Crema,Commercial Espresso Machines
9012,Precision Brew 100,Auto-Brew,Red,Pune,27-04-2023,3,31785.13,,268,Precision Brew,Commercial Coffee Makers
9013,Barista Lite,App Connectivity,Red,DELHI,06-08-2023,-2,28077.11,Aroma Imports,198,Barista,Commercial Coffee Makers
9014,QuickPot,Auto-Brew,White,Pune,25-04-2023,7,44535.05,Aroma Imports,185,QuickPot,At Home Coffee Makers
9015,Cafe A-100 Automatic,App Connectivity,Green,Mumbai,27-10-2024,1,16724.59,Aroma Imports,261,Cafe,Commercial Espresso Machines
9016,Precision Brew 100,Auto-Brew,Black,Bangalore,27-07-2023,9,10293.63,CoffeeTech Supplies,55,Precision Brew,Commercial Espresso Machines
9017,Barista Lite,App Connectivity,Blue,Mumbai,07-08-2024,4,15041.06,BrewSupply Pvt Ltd,497,Barista,At Home Coffee Makers
9018,Airpot XL,Auto-Brew,Silver,Delhi,23-08-2025,3,27319.31,Aroma Imports,46,Airpot,At Home Coffee Makers
9019,Smart Brew 300,Auto-Brew,Green,Delhi,29-12-2023,-5,42001.07,,117,Smart Brew,At Home Espresso Machines
9020,Precision Brew 100,Auto-Brew,White,Pune,31-08-2025,-2,44718.21,BrewSupply Pvt Ltd,347,Precision Brew,Commercial Coffee Makers
9021,AutoDrip,Auto-Brew,Red,delhi,31-01-2024,-3,18188.25,Aroma Imports,282,AutoDrip,At Home Coffee Makers
9022,Crema Café,App Connectivity,White,Hyderabad,11-08-2024,-3,8039.07,,334,Crema,Commercial Espresso Machines
9023,Cafe A-100 Automatic,App Connectivity,Red,Hyderabad,17-02-2025,0,28935.66,BeanWorld India,133,Cafe,At Home Espresso Machines
9024,Smart Brew 300,Auto-Brew,Blue,DELHI,04-10-2024,14,43285.08,BrewSupply Pvt Ltd,453,Smart Brew,Commercial Espresso Machines
9025,Travel Brew 100,Auto-Brew,Silver,Hyderabad,14-01-2024,3,47974.75,,175,Travel Brew,At Home Coffee Makers
9026,Cafe S-200 Semi-Automatic,App Connectivity,Red,Bangalore,18-12-2023,-2,36141.5,Aroma Imports,88,Cafe,Commercial Coffee Makers
9027,Travel Brew 100,Auto-Brew,Green,delhi,20-05-2024,4,31758.4,CoffeeTech Supplies,256,Travel Brew,Commercial Espresso Machines
9028,Cafe S-200 Semi-Automatic,App Connectivity,Red,Delhi,16-05-2025,4,35668.51,CoffeeTech Supplies,66,Cafe,Commercial Coffee Makers
9029,Crema Café,App Connectivity,Red,Bangalore,17-08-2023,14,9361.51,CoffeeTech Supplies,136,Crema,At Home Coffee Makers
9030,Cafe A-100 Automatic,App Connectivity,Green,Delhi,14-03-2025,7,26516.81,BrewSupply Pvt Ltd,319,Cafe,Commercial Espresso Machines
9031,Airpot XL,Auto-Brew,Blue,Pune,15-01-2024,18,20322.45,CoffeeTech Supplies,289,Airpot,At Home Espresso Machines
9032,Cafe A-100 Automatic,App Connectivity,Green,Pune,21-03-2025,0,14197.19,CoffeeTech Supplies,226,Cafe,At Home Coffee Makers
9033,Smart Brew 300,Auto-Brew,Blue,Hyderabad,11-08-2025,-4,16657.57,BrewSupply Pvt Ltd,424,Smart Brew,Commercial Coffee Makers
9034,AutoDrip,Auto-Brew,Blue,DELHI,14-05-2023,19,8931.73,Aroma Imports,453,AutoDrip,At Home Coffee Makers
9035,Crema Café,App Connectivity,Silver,DELHI,13-08-2024,-1,39316.99,Contoso Distributors,184,Crema,At Home Espresso Machines
9036,Cafe A-100 Automatic,App Connectivity,Silver,DELHI,29-10-2024,0,28431.05,,411,Cafe,At Home Espresso Machines
9037,QuickPot,Auto-Brew,White,Mumbai,22-02-2025,5,40984.67,,288,QuickPot,At Home Espresso Machines
9038,Cafe A-100 Automatic,App Connectivity,White,Pune,13-10-2023,7,38877.6,CoffeeTech Supplies,492,Cafe,Commercial Coffee Makers
9039,Barista Lite,App Connectivity,Blue,DELHI,08-06-2025,2,44649.4,Contoso Distributors,436,Barista,Commercial Coffee Makers
9040,Airpot XL,Auto-Brew,Silver,Mumbai,19-09-2024,-2,6048.18,Contoso Distributors,330,Airpot,Commercial Espresso Machines
9041,Smart Brew 300,Auto-Brew,Black,delhi,25-02-2025,12,21409.85,Contoso Distributors,51,Smart Brew,Commercial Espresso Machines
9042,Airpot XL,Auto-Brew,Green,Pune,22-08-2023,5,23347.25,CoffeeTech Supplies,186,Airpot,At Home Coffee Makers
9043,Travel Brew 100,Auto-Brew,Green,Hyderabad,20-12-2023,20,37972.96,Contoso Distributors,251,Travel Brew,At Home Espresso Machines
9044,AutoDrip,Auto-Brew,Green,Hyderabad,04-07-2024,-3,18412.89,CoffeeTech Supplies,98,AutoDrip,At Home Espresso Machines
9045,Smart Brew 300,Auto-Brew,Red,Pune,22-02-2025,-2,12441.57,Contoso Distributors,202,Smart Brew,Commercial Coffee Makers
9046,Crema Café,App Connectivity,White,Delhi,04-10-2023,17,6007.96,Contoso Distributors,30,Crema,Commercial Espresso Machines
9047,Travel Brew 100,Auto-Brew,Green,Mumbai,08-07-2025,5,47939.26,BeanWorld India,153,Travel Brew,At Home Espresso Machines
9048,Airpot XL,Auto-Brew,Blue,delhi,19-02-2024,0,14803.48,Aroma Imports,177,Airpot,At Home Espresso Machines
9049,Smart Brew 300,Auto-Brew,Green,Pune,14-08-2024,2,17138.98,BrewSupply Pvt Ltd,268,Smart Brew,At Home Coffee Makers
9050,AutoDrip,Auto-Brew,Black,DELHI,16-01-2024,-3,37389.1,CoffeeTech Supplies,47,AutoDrip,At Home Espresso Machines
9051,Crema Café,App Connectivity,Green,Bangalore,30-08-2023,2,7269.83,,472,Crema,At Home Espresso Machines
9052,Airpot XL,Auto-Brew,Black,Mumbai,15-11-2023,-5,32327.03,BrewSupply Pvt Ltd,141,Airpot,Commercial Coffee Makers
9053,Airpot XL,Auto-Brew,Red,DELHI,20-11-2023,-4,19828.91,Aroma Imports,358,Airpot,Commercial Coffee Makers
9054,QuickPot,Auto-Brew,Silver,Bangalore,24-01-2023,1,9253.67,Aroma Imports,320,QuickPot,Commercial Coffee Makers
9055,Smart Brew 300,Auto-Brew,White,delhi,03-10-2025,-4,37808.12,,89,Smart Brew,At Home Coffee Makers
9056,Barista Lite,App Connectivity,Green,DELHI,22-05-2023,1,16251.91,BeanWorld India,358,Barista,Commercial Coffee Makers
9057,Crema Café,App Connectivity,White,Bangalore,08-10-2025,0,25348.32,Aroma Imports,280,Crema,At Home Coffee Makers
9058,QuickPot,Auto-Brew,Black,Mumbai,28-11-2024,5,13581.77,BrewSupply Pvt Ltd,17,QuickPot,At Home Coffee Makers
9059,Crema Café,App Connectivity,Blue,Bangalore,30-06-2024,-5,28417.96,Contoso Distributors,194,Crema,At Home Coffee Makers
9060,Travel Brew 100,Auto-Brew,Red,DELHI,24-05-2025,1,5931.38,Contoso Distributors,492,Travel Brew,Commercial Coffee Makers
9061,Cafe A-100 Automatic,App Connectivity,Black,DELHI,29-03-2023,1,35829.56,CoffeeTech Supplies,301,Cafe,At Home Espresso Machines
9062,AutoDrip,Auto-Brew,Black,DELHI,01-09-2024,2,38967.35,Aroma Imports,97,AutoDrip,Commercial Coffee Makers
9063,Barista Lite,App Connectivity,Blue,Pune,06-02-2023,15,29928.64,BeanWorld India,219,Barista,At Home Espresso Machines
9064,Crema Café,App Connectivity,Black,Hyderabad,24-11-2024,5,12910.84,BeanWorld India,209,Crema,Commercial Espresso Machines
9065,Crema Café,App Connectivity,Green,delhi,13-02-2023,-2,17724.52,Aroma Imports,398,Crema,Commercial Espresso Machines
9066,Crema Café,App Connectivity,White,Delhi,14-10-2024,-3,18739.14,BrewSupply Pvt Ltd,395,Crema,Commercial Coffee Makers
9067,Crema Café,App Connectivity,Silver,DELHI,02-01-2024,5,36447.03,BrewSupply Pvt Ltd,470,Crema,At Home Coffee Makers
9068,Travel Brew 100,Auto-Brew,Blue,DELHI,01-07-2023,5,25434.74,CoffeeTech Supplies,29,Travel Brew,Commercial Coffee Makers
9069,Travel Brew 100,Auto-Brew,Red,Mumbai,11-10-2023,13,40170.39,,8,Travel Brew,Commercial Espresso Machines
9070,Crema Café,App Connectivity,White,Mumbai,23-02-2024,20,23978.52,BrewSupply Pvt Ltd,439,Crema,Commercial Coffee Makers
9071,QuickPot,Auto-Brew,Red,Pune,09-08-2023,12,7960.31,,104,QuickPot,At Home Espresso Machines
9072,Barista Lite,App Connectivity,Blue,Bangalore,23-08-2023,13,14360.7,Contoso Distributors,186,Barista,At Home Espresso Machines
9073,Cafe A-100 Automatic,App Connectivity,White,Hyderabad,07-02-2023,-5,49838.3,BrewSupply Pvt Ltd,237,Cafe,Commercial Coffee Makers
9074,Cafe A-100 Automatic,App Connectivity,Red,Hyderabad,15-04-2023,14,43651.27,,293,Cafe,At Home Coffee Makers
9075,Cafe S-200 Semi-Automatic,App Connectivity,White,Mumbai,10-11-2024,6,11437.32,CoffeeTech Supplies,416,Cafe,Commercial Coffee Makers
9076,Cafe S-200 Semi-Automatic,App Connectivity,Silver,delhi,11-02-2023,1,28795.35,Contoso Distributors,127,Cafe,Commercial Coffee Makers
9077,QuickPot,Auto-Brew,Blue,Mumbai,19-04-2024,12,17756.14,BeanWorld India,202,QuickPot,Commercial Espresso Machines
9078,Cafe S-200 Semi-Automatic,App Connectivity,Red,Mumbai,07-09-2023,8,31093.87,Aroma Imports,199,Cafe,Commercial Coffee Makers
9079,Smart Brew 300,Auto-Brew,Blue,Hyderabad,08-03-2024,-1,39731.52,BeanWorld India,323,Smart Brew,At Home Coffee Makers
9080,Smart Brew 300,Auto-Brew,White,Mumbai,16-01-2023,5,16268.72,BeanWorld India,188,Smart Brew,At Home Coffee Makers
9081,QuickPot,Auto-Brew,Black,DELHI,18-12-2024,2,15088.19,Contoso Distributors,334,QuickPot,At Home Espresso Machines
9082,Barista Lite,App Connectivity,Red,Pune,10-08-2023,-5,44383.22,CoffeeTech Supplies,70,Barista,Commercial Coffee Makers
9083,Precision Brew 100,Auto-Brew,Black,Mumbai,11-01-2025,0,19320.53,Aroma Imports,375,Precision Brew,At Home Espresso Machines
9084,Crema Café,App Connectivity,Green,delhi,24-12-2023,14,14923.53,BeanWorld India,356,Crema,At Home Espresso Machines
9085,Smart Brew 300,Auto-Brew,Blue,Hyderabad,06-03-2025,9,25782.43,BrewSupply Pvt Ltd,29,Smart Brew,At Home Espresso Machines
9086,Cafe S-200 Semi-Automatic,App Connectivity,Red,Hyderabad,03-11-2023,5,45538.19,CoffeeTech Supplies,231,Cafe,Commercial Coffee Makers
9087,Crema Café,App Connectivity,Green,Mumbai,03-09-2025,17,41172.23,Aroma Imports,418,Crema,Commercial Coffee Makers
9088,Cafe A-100 Automatic,App Connectivity,Blue,DELHI,02-12-2024,5,25045.11,BeanWorld India,318,Cafe,Commercial Coffee Makers
9089,Crema Café,App Connectivity,White,Hyderabad,16-06-2024,7,25100.7,Contoso Distributors,368,Crema,At Home Coffee Makers
9090,AutoDrip,Auto-Brew,Black,DELHI,17-10-2025,-1,29648.78,BeanWorld India,192,AutoDrip,Commercial Coffee Makers
9091,Barista Lite,App Connectivity,Blue,Pune,02-06-2023,5,42916.39,Contoso Distributors,140,Barista,At Home Espresso Machines
9092,Precision Brew 100,Auto-Brew,Red,Hyderabad,31-10-2024,3,11896.16,Aroma Imports,356,Precision Brew,Commercial Espresso Machines
9093,Precision Brew 100,Auto-Brew,Silver,Delhi,18-06-2025,1,8333.52,Aroma Imports,257,Precision Brew,Commercial Espresso Machines
9094,QuickPot,Auto-Brew,Black,DELHI,11-02-2025,1,19442.85,BrewSupply Pvt Ltd,192,QuickPot,At Home Espresso Machines
9095,Crema Café,App Connectivity,Red,Mumbai,31-10-2024,-5,22825.4,CoffeeTech Supplies,457,Crema,At Home Espresso Machines
9096,Airpot XL,Auto-Brew,Blue,Bangalore,10-07-2025,19,17692.4,Aroma Imports,383,Airpot,At Home Espresso Machines
9097,QuickPot,Auto-Brew,Green,Delhi,22-05-2024,3,19953.27,BeanWorld India,213,QuickPot,At Home Coffee Makers
9098,Barista Lite,App Connectivity,Black,Mumbai,03-01-2023,16,36385.05,CoffeeTech Supplies,279,Barista,At Home Coffee Makers
9099,Precision Brew 100,Auto-Brew,Green,Pune,05-11-2024,-2,32761.81,BrewSupply Pvt Ltd,374,Precision Brew,At Home Coffee Makers
9100,Precision Brew 100,Auto-Brew,Silver,Hyderabad,09-12-2024,10,42696.55,BeanWorld India,69,Precision Brew,Commercial Espresso Machines
9101,Precision Brew 100,Auto-Brew,Black,DELHI,15-08-2023,6,11416.29,,169,Precision Brew,Commercial Coffee Makers
9102,AutoDrip,Auto-Brew,White,Delhi,16-02-2025,13,19542.7,Contoso Distributors,259,AutoDrip,Commercial Coffee Makers
9103,Cafe S-200 Semi-Automatic,App Connectivity,Green,delhi,25-06-2024,16,43578.08,BeanWorld India,249,Cafe,Commercial Espresso Machines
9104,Precision Brew 100,Auto-Brew,Silver,Bangalore,06-09-2023,6,34261.84,BrewSupply Pvt Ltd,221,Precision Brew,Commercial Espresso Machines
9105,Travel Brew 100,Auto-Brew,Silver,Pune,05-07-2025,3,36230.45,CoffeeTech Supplies,116,Travel Brew,At Home Espresso Machines
9106,QuickPot,Auto-Brew,Red,DELHI,04-06-2024,19,46494.46,,107,QuickPot,Commercial Coffee Makers
9107,Cafe A-100 Automatic,App Connectivity,Black,Hyderabad,23-01-2024,4,35267.11,BeanWorld India,483,Cafe,At Home Espresso Machines
9108,QuickPot,Auto-Brew,Green,DELHI,25-06-2023,-2,24182.44,CoffeeTech Supplies,286,QuickPot,At Home Coffee Makers
9109,Travel Brew 100,Auto-Brew,White,Mumbai,05-07-2023,0,37443.67,Aroma Imports,176,Travel Brew,Commercial Espresso Machines
9110,Precision Brew 100,Auto-Brew,Red,Mumbai,17-06-2023,5,8993.58,CoffeeTech Supplies,90,Precision Brew,At Home Espresso Machines
9111,Travel Brew 100,Auto-Brew,White,Hyderabad,09-06-2023,4,33284.57,CoffeeTech Supplies,56,Travel Brew,At Home Espresso Machines
9112,QuickPot,Auto-Brew,Black,delhi,02-10-2024,0,48709.44,Aroma Imports,116,QuickPot,Commercial Coffee Makers
9113,QuickPot,Auto-Brew,White,Delhi,10-10-2024,16,6228.5,CoffeeTech Supplies,133,QuickPot,Commercial Coffee Makers
9114,Travel Brew 100,Auto-Brew,White,Delhi,27-03-2024,-3,6626.98,,401,Travel Brew,At Home Espresso Machines
9115,Cafe A-100 Automatic,App Connectivity,White,Hyderabad,24-05-2024,2,26643.19,Contoso Distributors,439,Cafe,Commercial Espresso Machines
9116,Precision Brew 100,Auto-Brew,Black,Bangalore,03-06-2025,0,8498.56,Contoso Distributors,94,Precision Brew,At Home Espresso Machines
9117,Smart Brew 300,Auto-Brew,Black,Bangalore,13-07-2025,10,18606.93,BrewSupply Pvt Ltd,402,Smart Brew,At Home Coffee Makers
9118,Airpot XL,Auto-Brew,Blue,delhi,04-05-2024,10,26134.15,Contoso Distributors,151,Airpot,Commercial Espresso Machines
9119,Airpot XL,Auto-Brew,Black,delhi,28-09-2025,8,42179.7,CoffeeTech Supplies,333,Airpot,At Home Coffee Makers
9120,Barista Lite,App Connectivity,Blue,Delhi,25-10-2024,-5,8585.17,Contoso Distributors,184,Barista,Commercial Coffee Makers
9121,Airpot XL,Auto-Brew,Silver,Hyderabad,15-06-2025,1,46405.37,BrewSupply Pvt Ltd,289,Airpot,At Home Espresso Machines
9122,Cafe S-200 Semi-Automatic,App Connectivity,Red,DELHI,09-07-2024,5,8194.0,BrewSupply Pvt Ltd,471,Cafe,Commercial Coffee Makers
9123,Precision Brew 100,Auto-Brew,White,Mumbai,18-11-2024,15,35845.82,BrewSupply Pvt Ltd,291,Precision Brew,At Home Espresso Machines
9124,Travel Brew 100,Auto-Brew,White,Mumbai,14-01-2024,0,49228.74,Aroma Imports,213,Travel Brew,At Home Coffee Makers
9125,Precision Brew 100,Auto-Brew,Green,Pune,16-07-2024,5,9349.8,CoffeeTech Supplies,331,Precision Brew,Commercial Coffee Makers
9126,AutoDrip,Auto-Brew,Green,Bangalore,24-12-2024,0,40353.03,,114,AutoDrip,Commercial Espresso Machines
9127,Precision Brew 100,Auto-Brew,Silver,Pune,02-12-2024,3,12272.7,CoffeeTech Supplies,26,Precision Brew,Commercial Espresso Machines
9128,Barista Lite,App Connectivity,Silver,delhi,30-12-2024,19,13191.9,CoffeeTech Supplies,309,Barista,At Home Espresso Machines
9129,Airpot XL,Auto-Brew,Blue,DELHI,13-10-2023,5,28557.59,,403,Airpot,Commercial Coffee Makers
9130,Airpot XL,Auto-Brew,Blue,Hyderabad,21-05-2023,0,40292.6,Contoso Distributors,72,Airpot,At Home Espresso Machines
9131,Airpot XL,Auto-Brew,Green,Delhi,04-02-2024,4,38321.12,CoffeeTech Supplies,96,Airpot,Commercial Coffee Makers
9132,Smart Brew 300,Auto-Brew,Black,Pune,22-07-2024,3,34678.2,BeanWorld India,402,Smart Brew,Commercial Coffee Makers
9133,Cafe S-200 Semi-Automatic,App Connectivity,White,Hyderabad,10-05-2023,3,13034.66,BrewSupply Pvt Ltd,414,Cafe,Commercial Coffee Makers
9134,Smart Brew 300,Auto-Brew,Blue,Hyderabad,01-04-2023,0,34327.07,Contoso Distributors,257,Smart Brew,At Home Coffee Makers
9135,QuickPot,Auto-Brew,Red,delhi,26-05-2024,11,22793.66,BrewSupply Pvt Ltd,378,QuickPot,At Home Coffee Makers
9136,AutoDrip,Auto-Brew,Blue,DELHI,01-12-2023,-4,33511.14,BeanWorld India,381,AutoDrip,At Home Espresso Machines
9137,Crema Café,App Connectivity,White,Pune,23-03-2024,5,10314.31,BeanWorld India,371,Crema,At Home Espresso Machines
9138,Travel Brew 100,Auto-Brew,Blue,DELHI,02-09-2025,1,45881.11,,397,Travel Brew,Commercial Espresso Machines
9139,Crema Café,App Connectivity,Blue,Pune,30-07-2024,14,48361.53,BrewSupply Pvt Ltd,464,Crema,Commercial Espresso Machines
9140,Smart Brew 300,Auto-Brew,Blue,Mumbai,05-05-2023,17,48864.88,,156,Smart Brew,At Home Coffee Makers
9141,Airpot XL,Auto-Brew,Blue,Bangalore,21-06-2024,5,27961.44,Contoso Distributors,423,Airpot,At Home Espresso Machines
9142,Travel Brew 100,Auto-Brew,Green,Bangalore,29-08-2025,18,19714.31,,382,Travel Brew,Commercial Espresso Machines
9143,Barista Lite,App Connectivity,Blue,delhi,23-09-2023,0,17007.36,Aroma Imports,431,Barista,Commercial Espresso Machines
9144,Barista Lite,App Connectivity,Silver,Hyderabad,03-07-2024,3,49418.39,,2,Barista,At Home Espresso Machines
9145,AutoDrip,Auto-Brew,White,Hyderabad,16-03-2023,5,32892.71,Aroma Imports,396,AutoDrip,At Home Coffee Makers
9146,Barista Lite,App Connectivity,Green,Bangalore,26-02-2024,3,6783.1,Contoso Distributors,131,Barista,Commercial Coffee Makers
9147,Airpot XL,Auto-Brew,Silver,Mumbai,14-10-2024,6,27879.17,BeanWorld India,362,Airpot,Commercial Coffee Makers
9148,Barista Lite,App Connectivity,Red,Mumbai,26-10-2023,10,26853.03,BeanWorld India,412,Barista,Commercial Coffee Makers
9149,Travel Brew 100,Auto-Brew,Silver,Hyderabad,04-09-2023,-1,18792.18,CoffeeTech Supplies,194,Travel Brew,Commercial Espresso Machines
9150,Barista Lite,App Connectivity,Silver,Delhi,06-12-2024,1,40108.8,,2,Barista,At Home Espresso Machines
9151,Smart Brew 300,Auto-Brew,Blue,delhi,22-09-2024,-2,22721.29,BeanWorld India,269,Smart Brew,Commercial Espresso Machines
9152,Travel Brew 100,Auto-Brew,White,Mumbai,16-04-2023,-1,40487.59,Contoso Distributors,474,Travel Brew,At Home Espresso Machines
9153,QuickPot,Auto-Brew,White,DELHI,04-10-2024,4,24967.83,Aroma Imports,189,QuickPot,Commercial Coffee Makers
9154,Smart Brew 300,Auto-Brew,White,delhi,26-05-2025,-3,7602.39,BrewSupply Pvt Ltd,320,Smart Brew,Commercial Espresso Machines
9155,Smart Brew 300,Auto-Brew,White,Hyderabad,02-03-2023,0,35636.76,BeanWorld India,339,Smart Brew,At Home Espresso Machines
9156,Crema Café,App Connectivity,Silver,Delhi,05-12-2024,3,33025.59,CoffeeTech Supplies,304,Crema,Commercial Coffee Makers
